---------- processing video for epoch 6 ----------
performing inference...
pred: 1.43116699611 deg. took 75.0181674957 ms
pred: -0.256509888714 deg. took 71.417093277 ms
pred: -1.07878793188 deg. took 68.0558681488 ms
pred: -0.98076735349 deg. took 69.7832107544 ms
pred: -0.714838313745 deg. took 62.686920166 ms
pred: -0.989410317554 deg. took 57.2237968445 ms
pred: -0.741851498469 deg. took 53.8289546967 ms
pred: -0.460351441686 deg. took 74.3980407715 ms
pred: 0.382410632283 deg. took 75.5221843719 ms
pred: 0.912393211195 deg. took 68.2828426361 ms
pred: 0.211783435471 deg. took 73.8010406494 ms
pred: 0.35640922269 deg. took 70.643901825 ms
pred: 0.140947717011 deg. took 74.0230083466 ms
pred: 0.384495520846 deg. took 71.6798305511 ms
pred: -0.407795563942 deg. took 68.5510635376 ms
pred: -0.353957211459 deg. took 68.480014801 ms
pred: 0.0608475873246 deg. took 69.0429210663 ms
pred: -1.74866161621 deg. took 69.2880153656 ms
pred: -5.41062442415 deg. took 72.0121860504 ms
pred: -5.01731950673 deg. took 74.3670463562 ms
pred: -7.97627783727 deg. took 75.660943985 ms
pred: -5.99626234594 deg. took 73.5559463501 ms
pred: -4.12654800641 deg. took 75.7989883423 ms
pred: -6.51073140413 deg. took 72.5100040436 ms
pred: 1.15853135093 deg. took 74.2108821869 ms
pred: 1.66449735722 deg. took 69.3650245667 ms
pred: -1.04577026382 deg. took 68.6609745026 ms
pred: 12.0218586468 deg. took 74.5050907135 ms
pred: 24.4976260527 deg. took 75.9339332581 ms
pred: 27.72712903 deg. took 71.3419914246 ms
pred: 29.6404904128 deg. took 68.4261322021 ms
pred: 29.9757229274 deg. took 68.1681632996 ms
pred: 29.4935286475 deg. took 93.6160087585 ms
pred: 28.7581563305 deg. took 73.1120109558 ms
pred: 29.0581621445 deg. took 68.7699317932 ms
pred: 28.7173971766 deg. took 73.1790065765 ms
pred: 28.2759108242 deg. took 75.7908821106 ms
pred: 28.6133631503 deg. took 69.1759586334 ms
pred: 29.6235139776 deg. took 68.4609413147 ms
pred: 29.0397821055 deg. took 73.8167762756 ms
pred: 26.3768603952 deg. took 69.836139679 ms
pred: 29.399705754 deg. took 68.3400630951 ms
pred: 29.6335646009 deg. took 66.9009685516 ms
pred: 25.3181913192 deg. took 69.4780349731 ms
pred: 15.0231547587 deg. took 72.6730823517 ms
pred: 3.16923957795 deg. took 73.0941295624 ms
pred: -0.539031112139 deg. took 73.755979538 ms
pred: 0.533235856711 deg. took 74.0008354187 ms
pred: -0.201895909554 deg. took 73.3189582825 ms
pred: -0.701790624718 deg. took 67.2659873962 ms
pred: -0.758730710177 deg. took 92.3230648041 ms
pred: -0.274533797438 deg. took 75.464963913 ms
pred: 0.176590992494 deg. took 66.9701099396 ms
pred: 0.874038070467 deg. took 69.3280696869 ms
pred: 1.08231711197 deg. took 67.8398609161 ms
pred: 2.9880741463 deg. took 69.2689418793 ms
pred: 17.8195588559 deg. took 68.3660507202 ms
pred: 13.1909027261 deg. took 67.7070617676 ms
pred: 5.1135581528 deg. took 68.500995636 ms
pred: 15.2389597082 deg. took 68.6230659485 ms
pred: 10.6193279659 deg. took 73.9121437073 ms
pred: 26.0027470287 deg. took 73.9860534668 ms
pred: 26.2849106811 deg. took 73.95195961 ms
pred: 26.746269469 deg. took 74.1250514984 ms
pred: 24.7612884301 deg. took 75.9999752045 ms
pred: 7.01829257975 deg. took 72.4568367004 ms
pred: 1.14070039505 deg. took 69.8869228363 ms
pred: -3.14756589361 deg. took 67.0058727264 ms
pred: -4.32896493133 deg. took 93.7540531158 ms
pred: -3.5625141864 deg. took 76.4539241791 ms
pred: -3.39080088279 deg. took 69.7631835938 ms
pred: -2.15267947189 deg. took 69.384098053 ms
pred: 1.78824597755 deg. took 70.1658725739 ms
pred: 4.91604316927 deg. took 68.943977356 ms
pred: 27.5749182644 deg. took 76.6081809998 ms
pred: 29.107247299 deg. took 75.8829116821 ms
pred: 25.373879559 deg. took 75.6440162659 ms
pred: 29.3752809975 deg. took 73.7700462341 ms
pred: 29.15043117 deg. took 87.2569084167 ms
pred: 26.6283103944 deg. took 103.108882904 ms
pred: 25.1040614736 deg. took 94.7020053864 ms
pred: -1.99953553164 deg. took 70.1861381531 ms
pred: 6.03438718123 deg. took 67.8019523621 ms
pred: -2.1097308155 deg. took 73.9028453827 ms
pred: 0.191292934662 deg. took 74.187040329 ms
pred: 18.044866306 deg. took 72.9901790619 ms
pred: 5.30205600597 deg. took 73.2378959656 ms
pred: 11.0740512249 deg. took 75.6220817566 ms
pred: 13.8210269506 deg. took 67.7769184113 ms
pred: 9.60549737414 deg. took 67.3639774323 ms
pred: -0.115326850341 deg. took 68.6700344086 ms
pred: 7.30669304859 deg. took 68.3670043945 ms
pred: 0.288099326862 deg. took 70.5549716949 ms
pred: 18.0594026561 deg. took 68.8719749451 ms
pred: 15.8568288658 deg. took 71.8479156494 ms
pred: 29.2807306888 deg. took 72.7500915527 ms
pred: 27.6980836506 deg. took 67.8761005402 ms
pred: 28.7040031757 deg. took 74.6049880981 ms
pred: 28.7096346666 deg. took 74.2790699005 ms
pred: 28.5245945967 deg. took 70.9791183472 ms
pred: 28.5202266908 deg. took 69.0240859985 ms
pred: 28.5963901302 deg. took 68.284034729 ms
pred: 28.5764886665 deg. took 73.203086853 ms
pred: 28.3400924042 deg. took 75.6931304932 ms
pred: 28.3507133484 deg. took 74.3989944458 ms
pred: 28.666826456 deg. took 76.9090652466 ms
pred: 29.1471697547 deg. took 72.8919506073 ms
pred: 27.3350608037 deg. took 73.1041431427 ms
pred: 19.8349274063 deg. took 69.0128803253 ms
pred: 1.05228573068 deg. took 68.1109428406 ms
pred: 0.895378569642 deg. took 73.6999511719 ms
pred: 1.71496829304 deg. took 75.9520530701 ms
pred: 5.99198323243 deg. took 73.6939907074 ms
pred: 2.10876733195 deg. took 76.8458843231 ms
pred: 1.55061014267 deg. took 70.1751708984 ms
pred: 0.878864186085 deg. took 68.8469409943 ms
pred: 0.275402085236 deg. took 73.8379955292 ms
pred: 0.405257348252 deg. took 92.3340320587 ms
pred: 0.916718215043 deg. took 75.4070281982 ms
pred: -0.564557503419 deg. took 74.9921798706 ms
pred: -2.32479597011 deg. took 95.2680110931 ms
pred: -0.340197075004 deg. took 74.5370388031 ms
pred: 1.45607872373 deg. took 72.4160671234 ms
pred: 1.12661878614 deg. took 74.1798877716 ms
pred: 1.04002906294 deg. took 74.3658542633 ms
pred: -0.415538357098 deg. took 73.5309123993 ms
pred: -0.556296603061 deg. took 68.1219100952 ms
pred: 0.676875802173 deg. took 74.7931003571 ms
pred: -0.390199502536 deg. took 70.4391002655 ms
pred: 0.324553487206 deg. took 68.6070919037 ms
pred: -0.0858836390572 deg. took 114.386796951 ms
pred: -1.32523407046 deg. took 87.6009464264 ms
pred: -0.171935364801 deg. took 67.9678916931 ms
pred: -0.0704448568821 deg. took 69.6790218353 ms
pred: -0.920969687636 deg. took 69.0400600433 ms
pred: -1.70827705553 deg. took 74.8181343079 ms
pred: -1.15966676316 deg. took 74.5120048523 ms
pred: -2.46463598252 deg. took 74.1899013519 ms
pred: -1.96202519994 deg. took 73.5690593719 ms
pred: -1.97505165135 deg. took 75.2458572388 ms
pred: 2.96199797816 deg. took 68.8879489899 ms
pred: 13.1651605969 deg. took 69.1161155701 ms
pred: 18.2833201628 deg. took 119.52495575 ms
pred: 5.49145117524 deg. took 75.3879547119 ms
pred: 10.8797519799 deg. took 75.7939815521 ms
pred: 13.1992159201 deg. took 74.5489597321 ms
pred: 22.0833898226 deg. took 73.9538669586 ms
pred: 4.51148081945 deg. took 68.4401988983 ms
pred: 26.169820286 deg. took 69.1070556641 ms
pred: 29.3029356338 deg. took 67.6851272583 ms
pred: 26.5979758168 deg. took 73.8551616669 ms
pred: 23.6434357649 deg. took 75.4110813141 ms
pred: 29.4966432138 deg. took 69.4718360901 ms
pred: 29.1012128268 deg. took 67.9562091827 ms
pred: 29.5310195558 deg. took 114.80307579 ms
pred: 29.2521600075 deg. took 91.3140773773 ms
pred: 29.3538273733 deg. took 71.7470645905 ms
pred: 28.7738589354 deg. took 67.9349899292 ms
pred: 28.715170535 deg. took 74.5451450348 ms
pred: 28.9717500062 deg. took 71.163892746 ms
pred: 28.4609594318 deg. took 68.2418346405 ms
pred: 27.8292864619 deg. took 68.7940120697 ms
pred: 24.30237485 deg. took 67.8231716156 ms
pred: 29.1808767382 deg. took 68.7019824982 ms
pred: 24.1703455858 deg. took 69.210767746 ms
pred: 26.0191668035 deg. took 69.2491531372 ms
pred: 28.637273935 deg. took 76.1148929596 ms
pred: 28.3364416681 deg. took 76.6289234161 ms
pred: 28.0517320628 deg. took 70.8808898926 ms
pred: 28.2798962395 deg. took 67.8668022156 ms
pred: 27.8227687539 deg. took 68.018913269 ms
pred: 28.0152161639 deg. took 69.7648525238 ms
pred: 27.812557621 deg. took 68.8469409943 ms
pred: 27.8236020369 deg. took 73.7841129303 ms
pred: 27.7398007385 deg. took 74.6259689331 ms
pred: 27.9647922924 deg. took 61.6691112518 ms
pred: 28.3142503835 deg. took 38.7890338898 ms
pred: 28.1837032704 deg. took 44.8250770569 ms
pred: 28.2558283604 deg. took 70.6899166107 ms
pred: 28.4064357392 deg. took 69.3330764771 ms
pred: 28.9755134405 deg. took 69.6890354156 ms
pred: 29.0446895964 deg. took 68.0451393127 ms
pred: 29.8246562185 deg. took 73.4388828278 ms
pred: 29.3420213913 deg. took 71.2850093842 ms
pred: 29.4681169287 deg. took 74.4411945343 ms
pred: 29.8131610101 deg. took 73.5561847687 ms
pred: 29.6386667523 deg. took 69.7450637817 ms
pred: 29.4191239818 deg. took 68.7310695648 ms
pred: 29.2539495171 deg. took 69.7958469391 ms
pred: 29.1419309996 deg. took 67.9841041565 ms
pred: 28.9972436873 deg. took 68.7320232391 ms
pred: 29.5738960684 deg. took 66.9829845428 ms
pred: 29.6779335098 deg. took 117.005109787 ms
pred: 27.7591096832 deg. took 87.128162384 ms
pred: 29.8008530092 deg. took 68.3789253235 ms
pred: 29.7384455707 deg. took 69.0140724182 ms
pred: 29.7017298889 deg. took 72.0920562744 ms
pred: 29.2314133079 deg. took 86.0910415649 ms
pred: 29.1205832433 deg. took 74.0568637848 ms
pred: 28.9743625536 deg. took 71.151971817 ms
pred: 27.2995950465 deg. took 68.9880847931 ms
pred: 28.9374283056 deg. took 72.643995285 ms
pred: 29.1283047722 deg. took 74.8679637909 ms
pred: 28.6308262364 deg. took 69.9789524078 ms
pred: 27.148492479 deg. took 68.4490203857 ms
pred: 2.41599905921 deg. took 72.4079608917 ms
pred: 27.3712061648 deg. took 76.1671066284 ms
pred: 22.6790762333 deg. took 70.4629421234 ms
pred: 28.4689644135 deg. took 70.3940391541 ms
pred: 28.4677093662 deg. took 69.2348480225 ms
pred: 28.1722695337 deg. took 76.0560035706 ms
pred: 27.9793781613 deg. took 75.5009651184 ms
pred: 27.8733702103 deg. took 73.9209651947 ms
pred: 27.8138843853 deg. took 74.4550228119 ms
pred: 27.838625038 deg. took 75.6480693817 ms
pred: 27.8114289323 deg. took 75.4849910736 ms
pred: 28.0256151269 deg. took 78.6330699921 ms
pred: 28.0579236292 deg. took 73.1658935547 ms
pred: 28.2569724171 deg. took 76.6711235046 ms
pred: 28.36304867 deg. took 70.1611042023 ms
pred: 27.9606566128 deg. took 67.5411224365 ms
pred: 27.7315379171 deg. took 69.4301128387 ms
pred: 28.144730211 deg. took 72.093963623 ms
pred: 28.1819888929 deg. took 75.5858421326 ms
pred: 28.2318663493 deg. took 67.9888725281 ms
pred: 27.790081176 deg. took 113.268852234 ms
pred: 27.6821539419 deg. took 99.9190807343 ms
pred: 28.166701222 deg. took 68.0069923401 ms
pred: 27.9988373703 deg. took 77.3148536682 ms
pred: 28.3400872816 deg. took 71.7921257019 ms
pred: 28.1623999103 deg. took 69.1699981689 ms
pred: 27.3792077314 deg. took 68.7439441681 ms
pred: 27.9187158362 deg. took 68.0229663849 ms
pred: 27.9138629868 deg. took 74.0101337433 ms
pred: 28.2734980598 deg. took 38.3620262146 ms
pred: 28.2744850222 deg. took 65.6230449677 ms
pred: 28.4266616369 deg. took 112.453937531 ms
pred: 28.3878917756 deg. took 76.3680934906 ms
pred: 28.361008151 deg. took 72.0648765564 ms
pred: 28.2740666731 deg. took 67.0070648193 ms
pred: 28.0679298564 deg. took 67.8689479828 ms
pred: 28.1995185734 deg. took 113.582134247 ms
pred: 28.1157241051 deg. took 73.9729404449 ms
pred: 28.5231739174 deg. took 75.4699707031 ms
pred: 28.7308492342 deg. took 67.6369667053 ms
pred: 28.575966157 deg. took 70.3132152557 ms
pred: 28.5600620616 deg. took 67.8308010101 ms
pred: 27.9856124165 deg. took 75.5069255829 ms
pred: 27.8562844921 deg. took 75.63996315 ms
pred: 28.8797371128 deg. took 71.9058513641 ms
pred: 28.4552767144 deg. took 68.9010620117 ms
pred: 27.3565075977 deg. took 68.2311058044 ms
pred: 11.8258288025 deg. took 114.260911942 ms
pred: 7.38727818174 deg. took 73.1709003448 ms
pred: 29.3356044286 deg. took 70.7380771637 ms
pred: 7.33139869659 deg. took 68.0420398712 ms
pred: 1.20159366594 deg. took 89.6410942078 ms
pred: 3.03385605054 deg. took 74.2979049683 ms
pred: 4.58416171618 deg. took 75.8030414581 ms
pred: 21.9003117245 deg. took 79.803943634 ms
pred: 8.5181952913 deg. took 74.61810112 ms
pred: 12.4016794902 deg. took 74.667930603 ms
pred: 18.5986221854 deg. took 68.1130886078 ms
pred: 29.3159573894 deg. took 112.848043442 ms
pred: 29.1496388681 deg. took 79.0801048279 ms
pred: 28.5547789102 deg. took 73.0469226837 ms
pred: 28.4889734527 deg. took 79.9839496613 ms
pred: 29.6783945476 deg. took 67.96002388 ms
pred: 28.789404446 deg. took 71.2518692017 ms
pred: 28.4207945044 deg. took 68.6750411987 ms
pred: 28.4782124896 deg. took 71.3560581207 ms
pred: 27.9840124447 deg. took 113.617897034 ms
pred: 28.4617449035 deg. took 75.8929252625 ms
pred: 11.1473340321 deg. took 70.8799362183 ms
pred: 27.6779653284 deg. took 43.7440872192 ms
pred: 28.3386734324 deg. took 38.3019447327 ms
pred: 28.7206073655 deg. took 49.2100715637 ms
pred: 28.2519846715 deg. took 69.9741840363 ms
pred: 28.4829611787 deg. took 71.622133255 ms
pred: 29.4820231938 deg. took 74.6998786926 ms
pred: 29.5565781237 deg. took 69.0851211548 ms
pred: 29.6250029588 deg. took 71.4259147644 ms
pred: 29.0338261805 deg. took 73.3489990234 ms
pred: 28.4846823863 deg. took 71.585893631 ms
pred: 28.4220597969 deg. took 73.9860534668 ms
pred: 28.3415318666 deg. took 67.9190158844 ms
pred: 28.2712884936 deg. took 73.6680030823 ms
pred: 28.0924587732 deg. took 75.2220153809 ms
pred: 28.4736362629 deg. took 72.4289417267 ms
pred: 28.2086812722 deg. took 70.7421302795 ms
pred: 28.3966156347 deg. took 69.6089267731 ms
pred: 28.6201011319 deg. took 68.3448314667 ms
pred: 28.7125033461 deg. took 113.086938858 ms
pred: 28.3694946611 deg. took 87.1450901031 ms
pred: 28.5531550328 deg. took 73.1608867645 ms
pred: 29.1518074531 deg. took 74.2399692535 ms
pred: 29.2989638788 deg. took 68.6740875244 ms
pred: 28.949176231 deg. took 74.490070343 ms
pred: 28.6341542461 deg. took 70.7538127899 ms
pred: 28.340843725 deg. took 69.6310997009 ms
pred: 28.6161344995 deg. took 68.1488513947 ms
pred: 28.3878422567 deg. took 114.024877548 ms
pred: 28.5027738499 deg. took 81.5780162811 ms
pred: 28.5536792498 deg. took 68.6600208282 ms
pred: 28.1522007304 deg. took 69.1349506378 ms
pred: 28.1743356659 deg. took 72.2541809082 ms
pred: 27.8000925258 deg. took 67.9857730865 ms
pred: 28.2871942967 deg. took 69.8399543762 ms
pred: 28.0833660839 deg. took 76.493024826 ms
pred: 29.1049626007 deg. took 72.9160308838 ms
pred: 29.3482300333 deg. took 113.137960434 ms
pred: 25.9239454287 deg. took 74.7961997986 ms
pred: 28.9425407022 deg. took 78.057050705 ms
pred: 29.3517714864 deg. took 68.3488845825 ms
pred: 22.0825053131 deg. took 73.6820697784 ms
pred: 6.80198006185 deg. took 70.3928470612 ms
pred: 29.2133781934 deg. took 96.9190597534 ms
pred: 28.5029992461 deg. took 75.3600597382 ms
pred: 28.4754940743 deg. took 68.785905838 ms
pred: 29.2615993289 deg. took 74.0141868591 ms
pred: 27.9316675824 deg. took 73.9870071411 ms
pred: 28.0542558177 deg. took 73.8978385925 ms
pred: 27.7681409009 deg. took 70.6360340118 ms
pred: 27.8138160834 deg. took 67.5699710846 ms
pred: 28.3000743259 deg. took 113.446950912 ms
pred: 27.3920314116 deg. took 88.1109237671 ms
pred: 29.023987293 deg. took 68.6280727386 ms
pred: 28.5117538411 deg. took 71.0561275482 ms
pred: 29.7310587212 deg. took 67.9290294647 ms
pred: 29.1130802805 deg. took 117.882966995 ms
pred: 29.7594244968 deg. took 86.5008831024 ms
pred: 29.947978699 deg. took 75.236082077 ms
pred: 29.4929719871 deg. took 68.0000782013 ms
pred: 29.6567189422 deg. took 111.732959747 ms
pred: 29.0844617879 deg. took 75.3529071808 ms
pred: 28.7117895913 deg. took 75.2329826355 ms
pred: 28.8330391095 deg. took 98.4480381012 ms
pred: 28.7079305344 deg. took 73.9908218384 ms
pred: 17.5603582995 deg. took 76.1461257935 ms
pred: 29.4000779993 deg. took 71.5651512146 ms
pred: 29.9088553754 deg. took 68.8359737396 ms
pred: 29.2377756291 deg. took 41.424036026 ms
pred: 29.0828566935 deg. took 41.0718917847 ms
pred: 29.4045381128 deg. took 67.1079158783 ms
pred: 29.2344971383 deg. took 71.6471672058 ms
pred: 28.95311042 deg. took 68.1099891663 ms
pred: 28.6140308013 deg. took 75.0269889832 ms
pred: 28.7044539682 deg. took 75.0110149384 ms
pred: 28.326525941 deg. took 77.2788524628 ms
pred: 28.1537665512 deg. took 74.9890804291 ms
pred: 29.0614201447 deg. took 73.6680030823 ms
pred: 25.8743497176 deg. took 68.1290626526 ms
pred: 27.8439628309 deg. took 69.766998291 ms
pred: 27.9310118843 deg. took 68.0868625641 ms
pred: 27.7846904492 deg. took 73.3799934387 ms
pred: 28.0565729593 deg. took 70.6341266632 ms
pred: 27.9948246341 deg. took 114.861965179 ms
pred: 28.7039109681 deg. took 87.4979496002 ms
pred: 29.0251211044 deg. took 67.87109375 ms
pred: 26.9612957769 deg. took 70.1410770416 ms
pred: 26.2822998413 deg. took 68.0530071259 ms
pred: 24.7774520728 deg. took 112.250089645 ms
pred: 28.646352964 deg. took 70.0860023499 ms
pred: 28.4104672583 deg. took 73.3070373535 ms
pred: 27.9197164589 deg. took 74.1589069366 ms
pred: 27.7448841068 deg. took 75.1950740814 ms
pred: 28.1179251336 deg. took 76.1439800262 ms
pred: 28.1174333599 deg. took 75.6878852844 ms
pred: 27.8411590382 deg. took 73.4190940857 ms
pred: 27.8430475855 deg. took 74.0101337433 ms
pred: 28.1838842704 deg. took 71.7980861664 ms
pred: 28.2508901337 deg. took 115.656137466 ms
pred: 27.7566030038 deg. took 83.5299491882 ms
pred: 29.3132594647 deg. took 72.9019641876 ms
pred: 28.6388841521 deg. took 67.8648948669 ms
pred: 28.5036993405 deg. took 74.7990608215 ms
pred: 29.134581716 deg. took 73.3301639557 ms
pred: 28.9418440229 deg. took 69.3171024323 ms
pred: 29.8236009542 deg. took 67.8918361664 ms
pred: 28.9103636811 deg. took 74.1939544678 ms
pred: 28.3086632888 deg. took 75.3889083862 ms
pred: 27.9399047906 deg. took 69.3688392639 ms
pred: 28.1506110038 deg. took 68.9680576324 ms
pred: 28.442499138 deg. took 72.7601051331 ms
pred: 28.8564154319 deg. took 74.3780136108 ms
pred: 29.286478293 deg. took 75.4401683807 ms
pred: 29.3924350176 deg. took 51.2402057648 ms
pred: 30.3698009369 deg. took 41.4171218872 ms
pred: 30.1361572408 deg. took 54.995059967 ms
pred: 20.2288602743 deg. took 69.2110061646 ms
pred: 20.4623332156 deg. took 68.8071250916 ms
pred: 18.6466401228 deg. took 69.8549747467 ms
pred: 17.1187268055 deg. took 68.2199001312 ms
pred: 18.3416260726 deg. took 68.4080123901 ms
pred: 7.26752618257 deg. took 113.134145737 ms
pred: -0.401270278685 deg. took 70.9459781647 ms
pred: 0.882635090837 deg. took 68.9630508423 ms
pred: 4.73790799373 deg. took 73.056936264 ms
pred: 0.099237499318 deg. took 74.2650032043 ms
pred: -1.22663377976 deg. took 75.9680271149 ms
pred: -1.74834411914 deg. took 72.6978778839 ms
pred: -1.92726786136 deg. took 74.1829872131 ms
pred: -3.23213153294 deg. took 73.6768245697 ms
pred: -0.711288483007 deg. took 75.90508461 ms
pred: -0.963370328065 deg. took 73.3509063721 ms
pred: 0.0611711675365 deg. took 70.8949565887 ms
pred: -0.633753136044 deg. took 68.1462287903 ms
pred: -2.79160418172 deg. took 69.4479942322 ms
pred: -3.78157734955 deg. took 67.9941177368 ms
pred: -2.71041094829 deg. took 71.8510150909 ms
pred: -3.86541151831 deg. took 76.8229961395 ms
pred: -3.07709627063 deg. took 75.6800174713 ms
pred: -2.11776205075 deg. took 73.2440948486 ms
pred: -3.71958143 deg. took 72.7338790894 ms
pred: -2.02389134589 deg. took 75.147151947 ms
pred: -1.74050316869 deg. took 75.4249095917 ms
pred: -1.16164730458 deg. took 70.0700283051 ms
pred: -1.80014203265 deg. took 68.0069923401 ms
pred: -0.864994579841 deg. took 73.7850666046 ms
pred: -1.08048000452 deg. took 74.2340087891 ms
pred: -0.310353657323 deg. took 70.6899166107 ms
pred: -1.73906402649 deg. took 69.7848796844 ms
pred: -1.79464180937 deg. took 68.2530403137 ms
pred: -1.95082006116 deg. took 111.369848251 ms
pred: -3.29870773466 deg. took 74.8171806335 ms
pred: -3.28798284356 deg. took 73.5681056976 ms
pred: -4.277050371 deg. took 74.8620033264 ms
pred: -1.42099236213 deg. took 73.5380649567 ms
pred: -2.34140528262 deg. took 76.7910480499 ms
pred: -3.56480678208 deg. took 74.0830898285 ms
pred: -2.54176674749 deg. took 76.131105423 ms
pred: -0.815566315086 deg. took 68.0470466614 ms
pred: -0.856251564177 deg. took 74.362039566 ms
pred: 0.690668888954 deg. took 71.0558891296 ms
pred: 0.155944224427 deg. took 72.0598697662 ms
pred: -1.27775678521 deg. took 71.0470676422 ms
pred: 0.308670015693 deg. took 75.4179954529 ms
pred: -4.09322223279 deg. took 75.0181674957 ms
pred: -2.83475176736 deg. took 70.1370239258 ms
pred: -5.15212737727 deg. took 68.0160522461 ms
pred: 4.00456595047 deg. took 112.543106079 ms
pred: 6.55239043543 deg. took 86.8539810181 ms
pred: 6.28716479845 deg. took 68.4151649475 ms
pred: 5.23062844895 deg. took 67.2030448914 ms
